"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","attachments/1/accessibilityCaption","attachments/1/id","attachments/1/type","attachments/1/url","attachments/2/accessibilityCaption","attachments/2/id","attachments/2/type","attachments/2/url","attachments/3/accessibilityCaption","attachments/3/id","attachments/3/type","attachments/3/url","attachments/4/accessibilityCaption","attachments/4/id","attachments/4/type","attachments/4/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactionsCount","sharesCount","timestamp","url"
"No photo description available.","835327373255695","photo","https://www.facebook.com/photo/?fbid=835327373255695&set=a.230719898493791",,,,,,,,,,,,,,,,,"100046673483034","Dan sa Kalooban","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/463391470_1081175296781576_8064741136254756840_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=XWmUnPbQhysQ7kNvwEwU3wY&_nc_oc=AdoYF2N_Z2JoK4iJPY23xYpAjQXv6IS_Hqtygyh2VPex1sRKWN09bSzpxm7Mr7TWVUI&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQDCOupaW5XlQE-aJeaFr8rkV9P5m9UvosbQr1IHPtPkxA&oe=6A6008F2","https://www.facebook.com/profile.php?id=100046673483034","1","835327373255695","ORATIO IMPERATA

Almighty Father, we raise our hearts to You in gratitude for the wonders of creation of which we are part, for Your providence that sustains us in our needs, and for your wisdom that guides the course of the universe.

We acknowledge our sins against You and the rest of creation. We have not been good stewards of nature. We have confused Your command to subdue the earth.

The environment is made to suffer our wrongdoings and now we reap the harvest of our abuse & indifference. Global warming is upon us. Earthquakes, typhoons, rains, floods, drought, volcanic eruption and other calamities occur in increasing number & intensity.

We turn to You our loving Father and beg forgiveness for our sins. We ask that we, our loved ones and our hard-earned possessions be spared from the threat of calamities, natural and man-made. We beseech You to inspire us all to grow into responsible stewards of Your creation and generous neighbors to those in need.

This we pray through Christ our Lord. Amen.

Jesus, the divine Healer, pray for us","73","73","7","1445138813000","https://www.facebook.com/photo.php?fbid=835327373255695&set=a.230719898493791&type=3"
"No photo description available.","551238068360375","photo","https://www.facebook.com/photo/?fbid=551238068360375&set=a.128995239230929",,,,,,,,,,,,,,,,,"100063613605122","Desamparats PH","https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-1/118031961_1744806032336900_4878487547352969328_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1080x1080&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=XreM5YDHRnAQ7kNvwFv9dp2&_nc_oc=AdqSdi6dnGXZGad0FJh9kBCiKd4jl8cxKQ1Ws3SGJhA7ZaZfFIpwB16tCasczHqIHCw&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQCzinGP5_iQreQKLCjyu8Y_sLMfPHVnGyAcknVzdhqnEA&oe=6A81B2FD","https://www.facebook.com/desamparatsPH","5","551238068360375","ORATIO IMPERATA: Prayer for Deliverance from Calamities 

Almighty Father,
 
We raise our hearts to You in gratitude, for the wonders of creation of which we are part, for Your providence in sustaining us in our needs, and for Your wisdom that guides the course of the universe.
 
We acknowledge our sins against You and the rest of Your creation. We have not been good stewards of nature. We have confused Your command to subdue the earth. The environment is made to suffer our wrongdoing, and now we reap the harvest of our abuse and indifference.
 
Global warning is upon us. Typhoons, floods, volcanic eruption, and other natural calamities occur in the increasing number and intensity.
 
We turn to you, our loving Father, and beg forgiveness for our sins.
 
We ask that we, our loved ones and our hard earned possessions be spared from the threat of calamities, natural and man-made.
 
We beseech You to inspire us all to grow into responsible stewards of Your creation, and generous neighbors to those in need. 

Amen

Let us continue to pray for our brothers and sisters who are affected by #LandoPH.",,"0","8","1445240397000","https://www.facebook.com/photo.php?fbid=551238068360375&set=a.128995239230929&type=3"
,,,,,,,,,,,,,,,,,,,,"100002169491602","Rudy Olivo","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/606039716_25391013190554315_7284126207345610521_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx956x956&ctp=s24x24&_nc_cat=104&ccb=1-7&_nc_sid=e99d92&_nc_ohc=z4MEvbgJ8aYQ7kNvwHH74TA&_nc_oc=AdrCcOyrl0uQu1Vq_9w4icVOFaZfy3i4LmGKk7pM7YxW5qizlKb7-r3qo-9OMVOBDBI&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQDyc66wln-WOOxZfTXrVRiD7Zaod9mOkzcFIN26JoUr6A&oe=6A601ACE","https://www.facebook.com/rodolfo.olivo.96","0","1489404914687860","","6","6","0","1445143517000","https://www.facebook.com/groups/1402994773328875/permalink/1489404914687860/"
"No photo description available.","448936565297759","photo","https://www.facebook.com/photo/?fbid=448936565297759&set=a.448932888631460",,,,,,,,,,,,,,,,,"100064698481914","Gulay Sa Barangay","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/308665842_463920675774545_5078504790332362793_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1692x1692&ctp=s40x40&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=b2xOjuV_d_EQ7kNvwHMTnnD&_nc_oc=AdqREs1zKad0Mp2DHldA9YJO-XoT1y2ZNhiTAxw_PQYo-jWshk3WKsaO0mzseW1Y-ds&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQALUC6_OxF9XTwZdn60ZzFEapKvozAoB4Vc14rihVdHqA&oe=6A6005E7","https://www.facebook.com/gulaysabarangay","0","448936565297759","Vertical and container gardening methods will help the urban farmers maximize the garden lots, and increase the plant coverage of their flood-prone community.

The gardening provisions will be built out of recycled materials collected from the barangay area.

This will help lessen the solid wastes in the area, encourage practives in recycling, and, in the long run, help reduce the effects of climate change.

-
For inquiries, contact:
Gulaysabarangay@gmail.com
+63 906 364 6194
(02) 477 3817

-
Icons from www.thenounproject.com","1","1","0","1445176659000","https://www.facebook.com/photo.php?fbid=448936565297759&set=a.448932888631460&type=3"
,,,,,,,,,,,,,,,,,,,,"100064492788167","Brgy_IVC","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/242750290_225936716232753_265194990462189148_n.jpg?stp=c6.0.309.309a_cp0_dst-jpg_tt6&cstp=mx309x309&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=gonNUXLKIl0Q7kNvwGqV5_B&_nc_oc=AdrOU_DipINYX9Gyx4nyIgtDDr6eJEROQnbheVA9Tz5-bPSbVu-L880rqjeHk3nDomk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQDcCJMKKMhdak09Mqze84vPxYCzAl07YRhDSSz7qZVtYQ&oe=6A5FFD3D","https://www.facebook.com/BrgyIVC","0","10153368797713773","",,"0","0","1445131721000","https://www.facebook.com/groups/371687169549420/posts/1040790392639091/"
,,,,,,,,,,,,,,,,,,,,"100064492788167","Brgy_IVC","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/242750290_225936716232753_265194990462189148_n.jpg?stp=c6.0.309.309a_cp0_dst-jpg_tt6&cstp=mx309x309&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=gonNUXLKIl0Q7kNvwGqV5_B&_nc_oc=AdrOU_DipINYX9Gyx4nyIgtDDr6eJEROQnbheVA9Tz5-bPSbVu-L880rqjeHk3nDomk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=F5T_BW3yrSqhkDHCodZNlg&_nc_ss=7c2a8&oh=00_AQDcCJMKKMhdak09Mqze84vPxYCzAl07YRhDSSz7qZVtYQ&oe=6A5FFD3D","https://www.facebook.com/BrgyIVC","0","10153369140643773","",,"0","0","1445150746000","https://www.facebook.com/groups/371687169549420/posts/1040860859298711/"
,,,,,,,,,,,,,,,,,,,,"100064492788167","Brgy_IVC","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/242750290_225936716232753_265194990462189148_n.jpg?stp=c6.0.309.309a_cp0_dst-jpg_tt6&cstp=mx309x309&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=gonNUXLKIl0Q7kNvwGqV5_B&_nc_oc=AdrOU_DipINYX9Gyx4nyIgtDDr6eJEROQnbheVA9Tz5-bPSbVu-L880rqjeHk3nDomk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=LvGDAgPcLxN-b3fkZYNVfg&_nc_ss=7c2a8&oh=00_AQDJ9A2hJLUYDWjhEqqic6OecVzgjRHGo-njaQ98KkxY-A&oe=6A5FFD3D","https://www.facebook.com/BrgyIVC","0","1040860859298711","",,"0","0","1445150746000","https://www.facebook.com/groups/371687169549420/permalink/1040860859298711/"
,,,,,,,,,,,,,,,,,,,,"100064542948515","Marikina City Rescue 161","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/541379745_1210200924474661_5482984993472514193_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1024x1024&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=JyOFt-nYG3sQ7kNvwEh_7kK&_nc_oc=AdrExKqKBsdoZmsfQTcDOf-SHCV7bSMxvzxn_1EUlwm0QccKvk1W7SXOqcyCVaWi64c&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=LvGDAgPcLxN-b3fkZYNVfg&_nc_ss=7c2a8&oh=00_AQDSn8D15J6HbmwEcDtttE5J90zT0NBAIvZSbOkufGRRrg&oe=6A601102","https://www.facebook.com/MarikinaRescue161","0","858094394287946","Good Morning Marikeños

As of 11:23am Water Level- 14.1m

As of 11:05am Rainfall Level
Boso-Boso-5mm
Aries-4mm
Oro-13mm
Nangka-5mm
2 Flood Gates Open
Keep safe",,"0","2","1445139346000","https://www.facebook.com/MarikinaRescue161/posts/pfbid0jnqbZ2JSLzK2XRZML23dwsG9GP2qh8w6n9kkR61fGjuBUMz2Dxi1uTQsJ7fN8bJ7l"
,,,,,,,,,,,,,,,,,,,,"100064542948515","Marikina City Rescue 161","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/541379745_1210200924474661_5482984993472514193_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1024x1024&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=JyOFt-nYG3sQ7kNvwEh_7kK&_nc_oc=AdrExKqKBsdoZmsfQTcDOf-SHCV7bSMxvzxn_1EUlwm0QccKvk1W7SXOqcyCVaWi64c&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=LvGDAgPcLxN-b3fkZYNVfg&_nc_ss=7c2a8&oh=00_AQDSn8D15J6HbmwEcDtttE5J90zT0NBAIvZSbOkufGRRrg&oe=6A601102","https://www.facebook.com/MarikinaRescue161","0","858091950954857","Good Morning Marikeños
As of 11:12 Water Level- 14m

As of 11:05am Rainfall Level
Boso-Boso-5mm
Aries-4mm
Oro-13mm
Nangka-5mm

2 Flood Gates Open

Keep safe",,"0","1","1445138425000","https://www.facebook.com/MarikinaRescue161/posts/pfbid0uANsCwFrgSSvZyxK21EG5bywMwYhupiBeZ9cKEd1QAw6UKxgKn8uJ42wd1HK2hgEl"
,,,,,,,,,,,,,,,,,,,,"100064492788167","Brgy_IVC","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/242750290_225936716232753_265194990462189148_n.jpg?stp=c6.0.309.309a_cp0_dst-jpg_tt6&cstp=mx309x309&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=gonNUXLKIl0Q7kNvwGqV5_B&_nc_oc=AdrOU_DipINYX9Gyx4nyIgtDDr6eJEROQnbheVA9Tz5-bPSbVu-L880rqjeHk3nDomk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=LvGDAgPcLxN-b3fkZYNVfg&_nc_ss=7c2a8&oh=00_AQDJ9A2hJLUYDWjhEqqic6OecVzgjRHGo-njaQ98KkxY-A&oe=6A5FFD3D","https://www.facebook.com/BrgyIVC","0","1040790392639091","",,"0","0","1445131722000","https://www.facebook.com/groups/371687169549420/permalink/1040790392639091/"
